0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.15999992,-0.5,-0.66,-0.22,-0.62,-0.32,-0.6,-0.4,-0.45999998,-0.6,-0.37999994,-0.6,-0.3,-0.45999998,-0.4,-0.6,-0.25999996,-0.6,-0.8000001,-0.62
-0.55,-0.3,-0.45,-0.2,-0.6,-0.4,-0.70000005,-0.5,-0.35,-0.4,-0.70000005,-0.5,-0.5,-0.35,-0.3,-0.4,-0.4,-0.6,-0.6,-0.8000001
-0.27999997,-0.4,-0.56,-0.5,-0.29,-0.4,-0.70000005,-0.4,-0.56,-0.5,-0.019999966,-0.27999994,-0.3,-0.56,-0.5,-0.70000005,-0.4,-0.19999993,-0.70000005,-0.12999997
-0.22999999,-0.5,-0.42999998,-0.5,-0.6,-0.4,-0.5,-0.4,-0.32999998,-0.70000005,-0.5,-0.70000005,-0.4,-0.63,-0.4,-0.6,-0.4,-0.6,-0.6,-0.70000005
-0.6700001,-0.5,-0.35,-0.3,-0.38999996,-0.2,-0.6,-0.2,-0.45,-0.3,-0.41999996,-0.62,-0.4,-0.35,-0.4,-0.5,-0.6,-0.6,-0.5,-0.7300001
-1.8400004,-0.2799989,0.060000233,-0.6700003,0.11000262,-2.0500004,-0.21999776,-1.0100002,0.30000123,-0.019999843,0.50999963,0.6899986,-0.45999968,0.16000155,-0.3599989,0.030001711,-1.3600019,0.09000267,0.19000307,0.42000198
0.26000014,-0.23999992,-0.11999992,0.12000002,-0.5599999,0.26000005,-0.5199999,0.06000004,-0.27999982,-0.78000003,-0.39999983,-0.3599998,-0.43999988,-0.21999992,-0.27999994,-0.61999995,-0.3199998,-0.49999985,-0.49999985,-0.39999983
-0.42999998,-0.6,-0.42999998,-0.5,-0.9000001,-0.6,-0.4,-0.4,-0.42999998,-0.3,-0.70000005,-0.5,-0.4,-0.53,-0.4,-0.6,-0.6,-0.6,-0.5,-0.8000001
0.020000003,-0.6,-0.42999998,-0.4,-0.5,-0.3,-0.70000005,-0.5,-0.42999998,-0.4,-0.6200001,-0.4,-0.6,-0.32999998,-0.4,-0.5,-0.22000003,-0.6,-0.6,-0.5200001
-0.35,-0.4,-0.45,-0.4,-0.5,-0.3,-0.70000005,-0.5,-0.45,-0.5,-0.6,-0.6,-0.6,-0.45,-0.5,-0.4,-0.4,-0.6,-0.6,-0.70000005
-0.48999998,-0.3,-0.48999998,-0.3,-0.8000001,-0.3,-0.6,-0.4,-0.59,-0.5,-0.9000001,-0.70000005,-0.6,-0.69,-0.4,-0.6,-0.8000001,-0.70000005,-0.6,-0.6
-0.39999992,-0.42000005,-0.16999996,-0.45,-0.3499999,-0.42999998,-0.28999996,-0.44999996,-0.41999996,-0.3099999,-0.5599999,-0.39000005,-0.54,-0.11999998,-0.50000006,-0.48999998,-0.35999992,-0.34999993,-0.2899999,-0.29999986
0.42000026,-0.57000005,-1.1000001,-0.53000003,-0.15999967,-0.26999995,-1.3500003,-0.42000002,-0.48000002,-1.2400004,0.110000335,0.17000031,-1.1500001,-0.74000007,-0.68,-0.73999983,-0.009999763,-0.18999967,-0.5699998,-0.34999976
-0.59999996,-0.47999996,-0.51,-0.29999998,-0.4099999,-0.54999995,-0.68000007,-0.49999997,-0.34999993,-0.46999997,-0.47999984,-0.50999993,-0.59000003,-0.45999995,-0.54,-0.45999998,-0.51,-0.49999994,-0.4999999,-0.57
-0.07999999,-0.53999996,-0.45999992,-0.32,-0.29999992,-0.42,-0.5799999,-0.42,-0.37999994,-0.64,-0.45,-0.21999998,-0.43999997,-0.8,-0.32,-0.74,-0.39999992,-0.34999993,-0.4999999,-0.19999999
-0.52,-0.4,-0.32,-0.3,-0.8000001,-0.4,-0.6,-0.3,-0.62,-0.6,-0.70000005,-0.9000001,-0.4,-0.52,-0.4,-0.70000005,-0.6,-1.0000001,-0.70000005,-0.9000001
-0.44,-0.3,-0.24000001,-0.2,-0.5,-0.1,-0.6,-0.4,-0.34,-0.4,-0.6,-0.6,-0.4,-0.54,-0.3,-0.5,-0.5,-0.5,-0.5,-0.70000005
0.2800002,-0.39999992,0.080000095,-0.23999998,-0.19999975,-0.33999997,-0.17999989,-0.15999998,-0.31999984,-0.5199999,1.7881393e-07,-0.6000001,-0.31999993,-0.5999999,-0.45999995,-0.5399999,-0.25999978,-0.37999982,-0.39999992,-0.39999992
-0.62,-0.5,-0.32,-0.3,-0.70000005,-0.5,-0.70000005,-0.5,-0.52,-0.70000005,-0.9000001,-0.8000001,-0.70000005,-0.52,-0.5,-0.70000005,-0.5,-0.8000001,-0.6,-0.6
-0.25,-0.5,-0.55,-0.4,-0.45000002,-0.4,-0.70000005,-0.3,-0.25,-0.70000005,-0.35000002,-0.49,-0.5,-0.65000004,-0.5,-0.6,-0.4,-0.56,-0.6,-0.42000002
-0.44,-0.6,-0.54,-0.5,-0.70000005,-0.5,-0.4,-0.6,-0.64000005,-0.6,-0.70000005,-0.6,-0.6,-0.44,-0.6,-0.6,-0.6,-0.8000001,-0.5,-0.70000005
-0.63000005,-0.6000001,-0.4,-0.5,-0.18000008,-0.3,-0.49000004,-0.59000003,-0.53999996,-0.5400001,-0.12000003,-0.5700001,-0.45000002,-0.39000002,-0.45000002,-0.51000005,-0.49,-0.38000014,-0.45000014,-0.41000018
-0.13999996,-0.5,-0.54,-0.22,-0.7200001,-0.12,-0.6,-0.4,-0.24000001,-0.5,-0.47999993,-0.70000005,-0.6,-0.44,-0.70000005,-0.70000005,0.040000014,-0.70000005,-0.6,-0.62000006
-0.3199999,-0.6,-0.72,-0.5,-0.25999987,-0.42,-0.8000001,-0.22,-0.3199999,-0.6,-0.09999993,-0.8200001,-0.32,-0.72,-0.6,-0.70000005,-0.4999999,-0.6000001,-0.55999994,-0.1599999
0.08000005,-0.19999996,-0.3599999,4.4703484e-08,-1.0000002,-0.09999997,-0.64,-0.33999997,-0.3199999,-0.62,-0.3199999,-0.4999999,-0.25999996,-0.2599999,-0.33999997,-0.39999995,0.060000032,-0.7,-0.39999992,-0.15999995
-0.31,-0.56,-0.51,-0.15000004,-0.70000017,-0.050000027,-0.5900001,-0.25000003,-0.6100001,-0.5500001,-0.6000001,-0.55,-0.45000005,-0.41,-0.49000007,-0.45000005,-0.15000004,-0.29999998,-0.7500002,-0.5
-0.34,-0.6,-0.54,-0.3,-0.6,-0.3,-0.5,-0.4,-0.64000005,-0.6,-0.5,-0.8000001,-0.3,-0.54,-0.6,-0.5,-0.6,-0.70000005,-0.6,-0.70000005
-0.24000001,-0.70000005,-0.64000005,-0.4,-0.70000005,-0.4,-0.5,-0.5,-0.74000007,-0.5,-0.70000005,-0.6,-0.5,-0.64000005,-0.70000005,-0.5,-0.5,-0.5,-0.70000005,-0.70000005
-0.42,-0.5,-0.32,-0.4,-0.6,-0.3,-0.5,-0.3,-0.42,-0.6,-0.70000005,-0.6,-0.5,-0.32,-0.5,-0.5,-0.6,-0.5,-0.6,-0.9000001
-0.48999998,-0.5,-0.48999998,-0.6,-0.8000001,-0.3,-0.3,-0.3,-0.48999998,-0.6,-0.70000005,-0.70000005,-0.3,-0.59,-0.4,-0.6,-0.4,-0.6,-0.5,-0.6
-0.04,-0.4,-0.24000001,-0.24000001,-0.54,-0.14,-0.6,-0.4,-0.34,-0.5,-0.45999998,-0.8000001,-0.5,-0.44,-0.4,-0.5,-0.32,-0.70000005,-0.6,-0.74000007
-0.22,-0.3,-0.32,-0.2,-0.5,-0.5,-0.4,-0.5,-0.32,-0.5,-0.5,-0.3,-0.3,-0.22,-0.3,-0.3,-0.4,-0.5,-0.3,-0.5
-0.31999993,-0.6,-0.42,-0.32,-0.7200001,-0.32,-0.6,-0.4,-0.32,-0.6,-0.37999994,-0.70000005,-0.6,-0.62,-0.3,-0.70000005,-0.35999995,-0.8000001,-0.6,-0.62000006
-0.54,-0.5,-0.44,-0.5,-0.8000001,-0.4,-0.4,-0.3,-0.44,-0.6,-0.70000005,-0.6,-0.3,-0.64000005,-0.4,-0.6,-0.4,-0.70000005,-0.5,-0.9000001
-0.28,-0.3,-0.38,-0.5,-0.6500001,-0.3,-0.6,-0.6,-0.28,-0.3,-0.6500001,-0.27,-0.5,-0.18,-0.3,-0.4,-0.4,-0.58000004,-0.4,-0.46000004
-0.42,-0.5,-0.32,-0.4,-0.6,-0.3,-0.5,-0.3,-0.42,-0.5,-0.6,-0.5,-0.4,-0.32,-0.5,-0.3,-0.4,-0.5,-0.6,-0.70000005
0.13,-0.6,-0.82000005,-0.3,-0.45000005,-0.43,-0.70000005,-0.33,-0.17000002,-0.6,-0.35000002,-0.53000003,-0.43,-0.62,-0.5,-0.6,-0.25000003,-0.45000005,-0.49,-0.32000002
-0.37999997,-0.38,-0.6000001,-0.31999996,-0.6000001,-0.41999996,-0.6,-0.39999995,-0.50000006,-0.56,-0.7000001,-0.49999997,-0.56,-0.46,-0.38,-0.56,-0.39999995,-0.6000001,-0.6000001,-0.7000001
